code_UAI,nom_etablissement,code_departement,nom_formation,code_formation_parcoursup,type_contrat,formation_selective,concour,nombre_candidats,taux_admission,taux_femmes,taux_boursiers,taux_meme_academie,taux_meme_etablissement,taux_bac_technologique,taux_bac_pro,taux_mention_assez_bien,taux_mention_bien,taux_mention_tres_bien,taux_mention_tres_bien_felicitations
0561890A,ENSIBS Lorient,56,Formation d'ingénieur Bac + 5 - bac STI2D,25863,Public,True,True,140,0.4,0.0,0.5,0.75,0.0,1.0,0.0,0.25,0.5,0.25,0.0
0371532P,Lycée Esthétique de Touraine,37,BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie,4913,Privé sous contrat d'association,True,False,408,0.5,1.0,0.11798828125,0.735,0.265,0.235,0.4409375,0.528984375,0.265,0.088,0.0
0801479Y,Lycée Saint Remi,80,BTS - Services - Economie sociale familiale,20056,Privé sous contrat d'association,True,False,375,0.49,0.9309375,0.19,0.951875,0.14298828125,0.2859765625,0.618984375,0.428984375,0.2859765625,0.048,0.0
0340038G,Lycée Joffre,34,CPGE - BCPST,4483,Public,True,False,2498,0.15,0.616953125,0.085,0.871875,0.085,0.0,0.0,0.0,0.21296875,0.7020000000000001,0.085
0740005D,Lycée Gabriel Fauré,74,BTS - Services - Services informatiques aux organisations,8853,Public,True,False,563,0.31,0.16,0.4759375,0.856875,0.047998046875,0.3809375,0.523984375,0.5709375,0.19,0.048,0.0
0311177L,Institut Limayrac,31,BTS - Services - Economie sociale familiale,4111,Privé sous contrat d'association,True,False,852,0.44,0.931875,0.26296875,0.841875,0.0,0.341953125,0.4209375,0.55296875,0.2109765625,0.026,0.0
0880031F,Lycée professionnel PIERRE GILLES DE GENNES,88,Mention complémentaire - FCIL Maintenance de 1er niveau des véhicules routiers,24123,Public,True,False,17,0.77,0.0,0.666875,0.666875,0.0,0.0,1.0,0.666875,0.0,0.0,0.0
0620113L,Lycée Henri Darras,62,BTS - Production - Conception et réalisation en chaudronnerie industrielle,7382,Public,True,False,172,0.43,0.0339990234375,0.47796875,0.956875,0.0869921875,0.13,0.87,0.3909375,0.173984375,0.0,0.0
0490970N,Université Angers,49,"Licence - Portail MPC - Mathématiques, Physique, Chimie",32225,Public,False,False,448,0.97,0.528984375,0.375,0.875,0.0,0.125,0.0,0.5,0.125,0.25,0.0
0624109E,Lycée Giraux Sannier,62,Diplôme de Comptabilité et de Gestion,7532,Public,True,False,353,0.49,0.466953125,0.36796875,1.0,0.0,0.36796875,0.0,0.26296875,0.5259375,0.053,0.0
9730429D,Université de Guyane,973,Licence - Mathématiques - Parcours préparatoire au professorat des écoles,32675,Public,False,False,65,1.0,0.30796875,0.443984375,1.0,0.0,0.0,0.33296875,0.2219921875,0.11099609375,0.111,0.0
0134386X,Aix-Marseille Université - Site d'Aubagne,13,Licence - Sciences et Techniques des Activités Physiques et Sportives - Parcours Activités Equestres Adaptées - APAS,33488,Public,False,False,323,0.23,0.9659375,0.2309765625,0.5,0.0,0.2309765625,0.115,0.3459375,0.385,0.0,0.0
0782076H,Université de Versailles - Saint Quentin en Yvelines,78,Licence - Portail Droit,19536,Public,False,False,2825,0.62,0.70390625,0.1619921875,0.9109375,0.0,0.05,0.0029998779296875,0.52796875,0.233984375,0.003,0.0
0750672Y,Esaa Duperré,75,DN MADE - Graphisme - - Spécialité : Design éditorial,21966,Public,True,False,1063,0.04,0.83296875,0.25,0.0,0.0,0.125,0.0,0.0,0.5,0.5,0.0
0740046Y,Lycée La Versoie,74,BTS - Services - Négociation et digitalisation de la Relation Client (Seconde année possible en apprentissage),8875,Public,True,False,374,0.53,0.521953125,0.45,1.0,0.55,0.65,0.35,0.55,0.0,0.0,0.0
0730016W,Lycée Monge,73,BTS - Production - Conception et réalisation en chaudronnerie industrielle,8785,Public,True,False,153,0.73,0.09099609375,0.125,0.875,0.125,0.25,0.75,0.5,0.25,0.0,0.0
0911975C,Université d'Evry Val d'Essonne,91,Licence - Sciences et Techniques des Activités Physiques et Sportives,10951,Public,False,False,2275,0.33,0.268984375,0.208984375,0.725,0.0,0.06599609375,0.165,0.4509375,0.1759765625,0.033,0.0
0750664P,Lycée RACINE,75,BTS - Services - Banque conseiller de clientèle,17741,Public,True,False,1931,0.14,0.625,0.618984375,0.19,0.0,0.4759375,0.2859765625,0.4759375,0.3809375,0.0,0.0
0751722P,Sorbonne Université - Sciences et Ingénierie,75,Licence - Portail Sciences formelles,31054,Public,False,False,2142,0.22,0.6,0.0,0.14298828125,0.0,0.0,0.0,0.0,0.2859765625,0.5710000000000001,0.143
0692437Z,Université Jean Moulin Lyon 3,69,Double licence - Langues étrangères appliquées / Gestion - Double Licence Langues Etrangères Appliquées Anglais-Arabe et Gestion parcours Management et sciences humaines (MSH),8517,Public,True,False,88,0.41,1.0,0.5,0.25,0.0,0.25,0.0,0.0,0.5,0.0,0.0
0875023M,Lycée Maryse Bastie,87,BTS - Services - Etudes de réalisation d'un projet de communication - 1ère année commune,10726,Public,True,False,251,0.15,0.428984375,0.6359375,0.90890625,0.81796875,0.1819921875,0.81796875,0.27296875,0.27296875,0.273,0.0
0211090W,Lycée saint bénigne,21,BTS - Services - Gestion de la PME,3222,Privé sous contrat d'association,True,False,507,0.41,0.7859375,0.1819921875,0.955,0.1819921875,0.31796875,0.455,0.6359375,0.045,0.091,0.0
0490970N,Université Angers,49,"C.M.I - Cursus Master en Ingénierie - Physique, chimie - Cursus Master en Ingénierie : Chimie Environnement (CE)",15636,Public,True,False,197,0.48,0.6,0.0,0.6,0.0,0.0,0.0,0.3,0.6,0.1,0.0
0061478Z,Lycée Léonard De Vinci,06,BTS - Production - Management économique de la construction,2308,Public,True,False,194,0.56,0.13599609375,0.27796875,0.77796875,0.388984375,0.2219921875,0.5,0.6109375,0.1669921875,0.0,0.0
0940116R,Lycée Eugene Delacroix,94,BTS - Services - Support à l'action managériale,11379,Public,True,False,1008,0.25,0.721875,0.5359375,0.89296875,0.25,0.463984375,0.463984375,0.356953125,0.1069921875,0.0,0.0
0592928M,Lycée Jeanne D'Arc,59,BTS - Services - Management en hôtellerie restauration,6910,Privé sous contrat d'association,True,False,37,1.0,0.428984375,0.25,1.0,1.0,1.0,0.0,0.0,0.25,0.0,0.0
0360768P,Université d'Orléans - Centre Univ. de Châteauroux,36,Licence - Droit - Parcours Droit général,4807,Public,False,False,627,0.98,0.635,0.2759765625,0.706875,0.0,0.155,0.0519921875,0.32796875,0.155,0.034,0.0
0691774D,Université Claude Bernard Lyon 1,69,Licence - Parcours d'Accès Spécifique Santé (PASS),28180,Public,False,False,4176,0.28,0.77796875,0.273984375,0.85296875,0.0,0.0,0.0,0.388984375,0.378984375,0.1369999999999999,0.011
9740471U,Lycée Amiral Pierre Bouvet,974,CPGE - TSI,14482,Public,True,False,122,0.78,0.045,0.455,1.0,0.1819921875,1.0,0.0,0.2269921875,0.6359375,0.136,0.0
0410031L,Lycée professionnel des Métiers André Ampère,41,BTS - Services - Management opérationnel de la sécurité,30538,Public,True,False,250,0.43,0.428984375,0.2309765625,0.76890625,0.2309765625,0.153984375,0.76890625,0.30796875,0.385,0.154,0.0
0682053M,institut Interrégional de formation des métiers de la rééducation (IIFMR),68,D.E Psychomotricien,33272,Public,True,False,833,0.06,1.0,0.2859765625,0.5709375,0.0,0.0,0.0,0.0,0.71390625,0.143,0.0
0670084C,Lycée Jean Rostand,67,BTS - Production - Métiers de la mesure,7925,Public,True,False,176,0.58,0.19,0.455,0.90890625,0.27296875,0.455,0.27296875,0.363984375,0.09099609375,0.0,0.0
0142218K,IUT GRAND OUEST NORMANDIE - Pôle de Caen - Site d'Ifs,14,BUT - Réseaux et télécommunications Parcours :  Cybersécurité -  Réseaux Opérateurs et Multimédia,2942,Public,True,False,839,0.41,0.0,0.09798828125,0.68296875,0.0,0.415,0.048994140625,0.585,0.195,0.049,0.0
0760110G,Lycée Marcel Sembat,76,BTS - Production - Systèmes numériques - Option électronique et communication,9618,Public,True,False,215,0.64,0.07099609375,0.5709375,0.856875,0.0,0.428984375,0.5709375,0.71390625,0.0,0.0,0.0
9740002J,Lycée Roland Garros,974,CPGE - BCPST,11885,Public,True,False,366,0.37,0.7109375,0.208984375,0.976875,0.0,0.0,0.0,0.022998046875,0.418984375,0.442,0.1159999999999999
0751718K,Université Paris 2 Panthéon - Assas,75,Licence - Double diplôme - Licence Droit - Droits français et suisse,27193,Public,True,False,801,0.1,0.736875,0.052998046875,0.15798828125,0.0,0.0,0.0,0.052998046875,0.105,0.737,0.105
0721094Y,Lycée Polyvalent Le Mans Sud,72,BTS - Production - Europlastics et composites à référentiel commun européen - option Conception d'Outillage,8759,Public,True,False,55,0.8,0.0,0.25,0.75,0.75,0.75,0.25,0.5,0.25,0.0,0.0
0300027S,Lycée Hemingway - De La Camargue,30,CPGE - Ecole normale supérieure Paris Saclay ? arts et design,18564,Public,True,False,381,0.41,0.77296875,0.13298828125,0.2669921875,0.2,0.33296875,0.0,0.13298828125,0.53296875,0.2,0.133
0440254M,Ecole Sup. IMS,44,BTS - Services - Assurance,5520,Privé sous contrat d'association,True,False,299,0.69,0.666875,0.14298828125,0.71390625,0.0,0.64296875,0.213984375,0.2859765625,0.0,0.0,0.0
0141408E,Université de Caen Normandie,14,"Licence - Langues, littératures & civilisations étrangères et régionales - Parcours Etudes nordiques option Suédois",19500,Public,False,False,102,1.0,0.666875,0.0,0.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0
0800011C,Lycée des Métiers Édouard Gand,80,BTS - Services - Diététique,17796,Public,True,False,939,0.3,0.75,0.428984375,0.428984375,0.0,0.213984375,0.5,0.2859765625,0.2859765625,0.0,0.0
0190038N,Lycée Bernart de Ventadour,19,BTS - Services - Economie sociale familiale,3148,Public,True,False,337,0.43,0.866875,0.363984375,0.6359375,0.27296875,0.363984375,0.363984375,0.27296875,0.09099609375,0.0,0.0
0062205P,Université Côte d'Azur,06,Double licence - Informatique / Mathématiques - Double licence Mathématiques-Informatique,18405,Public,True,False,806,0.49,0.178984375,0.25,0.70796875,0.0,0.0,0.0,0.25,0.541953125,0.125,0.042
0492246A,ESAIP Angers,49,Formation Bac + 3 - Bachelor en Ingénierie Informatique et Cybersécurité,33996,Privé sous contrat d'association,True,False,255,0.98,0.14599609375,0.0419921875,0.416953125,0.0,0.125,0.08298828125,0.45796875,0.0,0.042,0.0
0210019G,Lycée Le Castel,21,BTS - Services - Support à l'action managériale,3194,Public,True,False,482,0.4,0.71390625,0.2859765625,0.856875,0.14298828125,0.5,0.5,0.5709375,0.14298828125,0.0,0.0
0801344B,Université d'Amiens,80,Licence - Portail Sciences et Techniques des Activités Physiques et Sportives,10199,Public,False,False,3868,0.46,0.275,0.198984375,0.931875,0.0,0.188984375,0.058994140625,0.383984375,0.125,0.025,0.002
0910627M,Lycée Jean Baptiste Corot,91,BTS - Services - Support à l'action managériale,10865,Public,True,False,762,0.22,0.841875,0.416953125,0.916875,0.5,0.625,0.33296875,0.541953125,0.2919921875,0.042,0.0
0751719L,Université Sorbonne Nouvelle Paris 3,75,"Licence - Sciences du langage - Parcours Sciences du langage - Mineures humanités: lettres, ou langues spécifiques, ou humanités numériques, ou majeure renforcée",24139,Public,False,False,673,0.98,0.74,0.2569921875,0.1759765625,0.0,0.08099609375,0.0139990234375,0.323984375,0.1219921875,0.027,0.0139999999999999
0390013C,Lycée Jacques Duhamel,39,"DN MADE - Objet - Spécialité : Design de produits, prospective sociale",21571,Public,True,False,262,0.53,0.666875,0.2309765625,0.2309765625,0.0,0.2309765625,0.385,0.461953125,0.2309765625,0.0,0.0
0240006B,Lycée des métiers Sud Périgord Hélène Duc,24,BTS - Production - Conception et réalisation en chaudronnerie industrielle,19266,Public,True,False,110,0.81,0.0,0.4,1.0,0.3,0.0,1.0,0.4,0.3,0.1,0.0
9741206T,Lycée de Bois d'Olive,974,"BTS - Production - Finitions, aménagement des bâtiments: conception et réalisation",14340,Public,True,False,162,0.48,0.2219921875,0.721875,1.0,0.2219921875,0.443984375,0.5559375,0.666875,0.05599609375,0.0,0.0
0740006E,Lycée Louis Lachenal,74,BTS - Production - Systèmes numériques - Option électronique et communication,8862,Public,True,False,235,0.42,0.11099609375,0.0,0.8,0.4,0.4,0.6,0.4,0.0,0.4,0.0
0691775E,Université Lumière-Lyon 2,69,Licence - Portail Droit - Programme International MINERVE,8481,Public,False,False,3390,0.91,0.73390625,0.2869921875,0.493984375,0.0,0.163984375,0.0339990234375,0.335,0.2119921875,0.031,0.005
0301630J,IFSI CHU Nîmes - site Le Vigan,30,D.E Infirmier,34544,Public,True,False,5439,0.25,1.0,0.1669921875,0.83296875,0.0,0.1669921875,0.33296875,0.83296875,0.0,0.0,0.0
0300026R,Lycée Dhuoda,30,BTS - Production - Maintenance des systèmes - option C Systèmes éoliens,17291,Public,True,False,316,0.52,0.1669921875,0.2,0.3,0.1,0.4,0.6,0.4,0.3,0.0,0.0
0801344B,Université d'Amiens,80,Licence - Langues étrangères appliquées,10214,Public,False,False,1554,1.0,0.64,0.24296875,0.911875,0.0,0.203984375,0.0389990234375,0.39796875,0.143984375,0.05,0.0
0291842V,Maison familiale rurale de RUMENGOL,29,BTS - Agricole - Technico-commercial (BTSA),3904,Privé sous contrat d'association,True,False,34,0.79,0.6,0.25,1.0,0.375,0.25,0.75,0.375,0.125,0.0,0.0
0750704H,Lycée Carnot,75,CPGE - ECG,31457,Public,True,False,3217,0.36,0.6359375,0.14,0.371953125,0.0,0.0,0.0,0.09298828125,0.69796875,0.186,0.0
0332931G,CPBx (ENSEGID),33,Formation d'ingénieur Bac + 5 - bac général,13026,Public,True,False,120,0.33,0.5559375,0.0,0.666875,0.0,0.0,0.0,0.0,0.5559375,0.444,0.0
0311384L,Université Toulouse 3 Paul Sabatier,31,Licence - Parcours d'Accès Spécifique Santé (PASS),29843,Public,False,False,2283,0.29,0.7709375,0.2119921875,0.90890625,0.0,0.12099609375,0.0,0.393984375,0.423984375,0.152,0.0
0331766R,Université Bordeaux Montaigne,33,"Double licence - Information et communication / Langues, littératures & civilisations étrangères et régionales - Licence 1 Allemand-information communication",18080,Public,True,False,54,0.82,0.81796875,0.0,0.375,0.0,0.0,0.0,0.5,0.375,0.0,0.0
0791171U,Institut Catholique Supérieur Saint André,79,BTS - Services - Comptabilité et gestion,10142,Privé sous contrat d'association,True,False,76,0.98,0.455,0.1669921875,0.83296875,0.0,0.83296875,0.1669921875,0.0,0.0,0.1669999999999999,0.0
0631669X,Lycée des Métiers de Chamalières,63,Mention complémentaire - Accueil réception,23364,Public,True,False,96,0.66,0.5,0.25,0.75,0.0,0.25,0.75,0.5,0.25,0.0,0.0
0801344B,Université d'Amiens,80,Licence - Portail Mathématiques,10204,Public,False,False,1015,1.0,0.353984375,0.2219921875,0.88890625,0.0,0.08298828125,0.0,0.416953125,0.25,0.139,0.0279999999999999
9730421V,Lycée polyvalent Leopold Elfort,973,BTS - Services - Commerce International,15850,Public,True,False,226,0.29,0.8,0.625,1.0,0.5,0.375,0.0,0.375,0.125,0.0,0.0
0311262D,L.E.G.T.A. Toulouse Auzeville,31,"BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole",4125,Public,True,False,319,0.65,0.2959765625,0.08298828125,0.95796875,0.125,0.58296875,0.33296875,0.45796875,0.20796875,0.042,0.0
0573231C,Lycée Condorcet,57,BTS - Production - Systèmes numériques - Option informatique et réseaux,6650,Public,True,False,149,0.21,0.0,0.428984375,1.0,0.92890625,0.5,0.356953125,0.5709375,0.356953125,0.0,0.0
0530004S,Lycée Victor Hugo,53,BTS - Services - Management Commercial Opérationnel,6191,Public,True,False,474,0.44,0.466953125,0.356953125,0.92890625,0.178984375,0.5,0.2859765625,0.3209375,0.07099609375,0.036,0.0
0783676X,3IS Institut International de l'Image et du Son,78,Formation des écoles supérieure d'art Bac + 3 - Cinéma Audiovisuel/Son - Option Son,27122,Privé hors contrat,True,False,503,0.56,0.2,0.2219921875,0.37796875,0.0,0.33296875,0.0219970703125,0.466953125,0.0669921875,0.0,0.0
0350730D,ASKORIA,35,D.E Educateur Technique Spécialisé,26022,Privé enseignement supérieur,True,False,53,0.61,0.5,0.25,0.75,0.0,0.5,0.5,0.5,0.0,0.0,0.0
0690634P,Ecole LA MACHE,69,BTS - Production - Etude et réalisation d'agencement,8319,Privé sous contrat d'association,True,False,629,0.07,0.2,0.14298828125,1.0,0.213984375,0.428984375,0.5709375,0.5,0.2859765625,0.214,0.0
0573435Z,I.U.T. Thionville-Yutz - Université de Lorraine,57,BUT - Génie biologique parcours sciences de l'environnement et écotechnologies,6669,Public,True,False,694,0.66,0.621953125,0.1759765625,0.5,0.0,0.11798828125,0.0,0.528984375,0.235,0.0,0.0289999999999999
7200583W,Lycée Paul Vincensini,2B,BTS - Services - Support à l'action managériale,11704,Public,True,False,142,0.57,0.75,0.443984375,1.0,0.5559375,0.666875,0.33296875,0.666875,0.11099609375,0.0,0.0
0681967U,Université de Mulhouse - Site de Colmar - Faculté de marketing et d'agrosciences,68,Licence - Gestion - Parcours Marketing international,19095,Public,True,False,150,0.18,0.75,0.0,0.5,0.0,0.0,0.0,0.25,0.25,0.5,0.0
0332192D,Lycée Hotel.Tourisme Gascogne,33,BTS - Services - Tourisme,4429,Public,True,False,1546,0.35,0.77390625,0.3019921875,0.791875,0.0,0.245,0.376953125,0.5659375,0.17,0.038,0.0
0711373G,IFSI CH Chalon Sur Saône,71,D.E Infirmier,23088,Public,True,False,3223,0.3,0.83,0.33296875,0.721875,0.0,0.25,0.416953125,0.27796875,0.5559375,0.0279999999999999,0.0
0022108F,Lycée des métiers Saint Vincent de Paul,02,DN MADE - Graphisme - - Spécialité : Images et évènements,25133,Privé sous contrat d'association,True,False,247,0.43,0.646875,0.363984375,0.363984375,0.0,0.363984375,0.455,0.545,0.455,0.0,0.0
0120936C,Site Villefr. de Rouergue du lycée François Marty,12,"BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole",2500,Privé sous contrat d'association,True,False,98,0.77,0.13,0.34796875,0.8259375,0.0,0.303984375,0.608984375,0.435,0.173984375,0.087,0.0
0301687W,Université de Nîmes,30,"Licence - Langues, littératures & civilisations étrangères et régionales - Parcours  Anglais",4016,Public,False,False,1234,1.0,0.616953125,0.443984375,0.5759375,0.0,0.2119921875,0.2019921875,0.383984375,0.14099609375,0.051,0.0
0312421N,ICAM Toulouse,31,Formation d'ingénieur Bac + 5,24667,Privé enseignement supérieur,True,True,635,0.64,0.093984375,0.03599609375,0.606953125,0.0,0.07099609375,0.0,0.606953125,0.213984375,0.071,0.0
0331498Z,Lycée Du Matin Le Mirail,33,"DN MADE - Espace - - Spécialité : Espace de communication, aménagement éphémère et scénographie",24292,Privé sous contrat d'association,True,False,465,0.27,0.92,0.1669921875,0.5,0.0,0.75,0.0419921875,0.375,0.5,0.042,0.0
0342023P,Université Paul Valery Montpellier - Site de Béziers,34,Licence - Information et communication,4612,Public,False,False,923,0.45,0.6409375,0.461953125,0.76890625,0.0,0.153984375,0.0769921875,0.42296875,0.1919921875,0.0,0.0
0783718T,Assas Formations Santé,78,D.E Ergothérapeute,26068,Privé hors contrat,True,False,309,0.24,1.0,0.045,0.726875,0.0,0.681875,0.0,0.5,0.2269921875,0.0,0.0
0251028G,Institution Notre-Dame Saint-Jean - LYCEE,25,Classe d'approfondissement en arts plastiques,3520,Privé sous contrat d'association,True,False,110,0.95,0.841875,0.25,0.81296875,0.0,0.125,0.0,0.25,0.125,0.0,0.0
0624139M,Université d'Artois - Site de Liévin,62,"DEUST - Animation, commercialisation des services sportifs",7533,Public,True,False,339,0.43,0.2,0.25,0.666875,0.0,0.08298828125,0.08298828125,0.416953125,0.1669921875,0.083,0.0
0940129E,Lycée Jean Mace,94,BTS - Production - Conception et réalisation en chaudronnerie industrielle,11415,Public,True,False,142,0.3,0.0,0.2859765625,0.64296875,0.213984375,0.0,1.0,0.2859765625,0.428984375,0.0,0.0
0333357V,I.U.T de Bordeaux - Site Bordeaux - Gradignan,33,BUT - Génie électrique et informatique industrielle Parcours : Electricité et maîtrise de l?énergie - Automatisme et informatique industrielle - Electronique et systèmes embarqués,4342,Public,True,False,852,0.7,0.03,0.2769921875,0.806875,0.0,0.265,0.0,0.5659375,0.13298828125,0.0,0.0
0941111X,Université Paris- Est-Créteil Val de Marne - UPEC (Paris 12),94,Licence - Portail Géographie et aménagement - Parcours Géographie,24389,Public,False,False,735,0.98,0.3309375,0.2459765625,0.565,0.0,0.2319921875,0.057998046875,0.318984375,0.0289990234375,0.0,0.0
0673021V,Université de Strasbourg,67,Licence - Psychologie,8071,Public,False,False,5058,0.5,0.84890625,0.28296875,0.90796875,0.0,0.088984375,0.04,0.408984375,0.255,0.0579999999999999,0.009
0210018F,Lycée Hippolyte Fontaine,21,"BTS - Production - Fluide, énergie, domotique - option B froid et conditionnement d'air",3189,Public,True,False,125,0.75,0.0,0.1,0.9,0.4,0.3,0.7,0.1,0.2,0.0,0.0
0741331V,IFSI CH Annecy-Genevois,74,D.E Infirmier,23126,Public,True,False,5159,0.25,0.84890625,0.12298828125,0.785,0.0,0.368984375,0.2459765625,0.353984375,0.50796875,0.108,0.0
0860718N,Lycée Enseignement Général Technologique Agricole Xavier Bernard,86,"BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole",10607,Public,True,False,140,0.73,0.25,0.443984375,0.83296875,0.5559375,0.33296875,0.6109375,0.443984375,0.27796875,0.0,0.0
0672462M,I.U.T. de Schiltigheim,67,BUT - Mesures physiques Parcours : Techniques d'instrumentation - Matériaux et contrôles physico-chimiques (Seconde année possible en apprentissage),8001,Public,True,False,510,0.67,0.213984375,0.0469921875,0.7909375,0.0,0.0469921875,0.0,0.465,0.3259375,0.093,0.0
0620109G,Lycée Auguste Behal,62,BTS - Services - Service et prestation des secteurs sanitaire et social,17660,Public,True,False,789,0.24,0.90296875,0.5909375,1.0,0.13599609375,0.27296875,0.6359375,0.408984375,0.31796875,0.045,0.0
0311384L,Université Toulouse 3 Paul Sabatier,31,Licence - Parcours d'Accès Spécifique Santé (PASS),30938,Public,False,False,1582,0.35,0.541953125,0.31796875,0.81796875,0.0,0.0,0.0,0.363984375,0.363984375,0.136,0.0
0090015T,Lycée polyvalent Pyrène,09,BTS - Production - Electrotechnique,25212,Public,True,False,134,0.6,0.058994140625,0.385,0.92296875,0.615,0.0769921875,0.92296875,0.2309765625,0.53796875,0.077,0.0
0134017W,Aix Marseille Université - Site d'Aix-en-Provence,13,"Licence - Langues, littératures & civilisations étrangères et régionales - Parcours Trilangue Anglais - Allemand - 3ème langue à choix",23981,Public,False,False,108,0.99,0.721875,0.27296875,0.6359375,0.0,0.09099609375,0.0,0.6359375,0.0,0.182,0.0
0750691U,Lycée Raspail,75,BTS - Services - Conseil et commercialisation de solutions techniques,9109,Public,True,False,542,0.3,0.18796875,0.47796875,0.173984375,0.0,0.2169921875,0.6959375,0.521953125,0.2169921875,0.13,0.0
0620120U,Lycée Anatole France,62,BTS - Services - Support à l'action managériale,7385,Public,True,False,160,0.71,0.721875,0.4709375,1.0,0.4709375,0.765,0.058994140625,0.35296875,0.0,0.0,0.0
0753471R,CNAM PARIS,93,Formation Supérieure de Spécialisation - Informatique - intégration web,32301,Public,True,False,263,0.19,0.12,0.5,0.375,0.0,0.625,0.0,0.25,0.0,0.0,0.0
0593136N,Lycée Saint-Jacques,59,BTS - Services - Gestion de la PME,6989,Privé sous contrat d'association,True,False,133,0.47,0.5,0.1669921875,1.0,0.1669921875,1.0,0.0,0.1669921875,0.0,0.0,0.0
9710418C,Lycée professionnel Paul Lacave,971,BTS - Production - Maintenance des véhicules option véhicules de transport routier,13967,Public,True,False,50,0.36,0.0,0.58296875,0.83296875,0.5,0.0,1.0,0.25,0.416953125,0.0,0.0
0912415F,Université Paris-Saclay - Campus de Versailles,78,"Licence - Double diplôme - Licence Chimie, Sciences de la vie - Licence Double-Diplôme Chimie, Sciences de la Vie",28848,Public,True,False,982,0.46,0.6959375,0.058994140625,0.411953125,0.0,0.0,0.0,0.1759765625,0.58796875,0.176,0.059
9720791C,IFMES,972,D.E Assistant de Service Social,23732,Privé sous contrat d'association,True,False,54,0.13,1.0,0.5,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
0390988M,IFSI Croix Rouge Française Lons Le Saunier,39,D.E Infirmier,23115,Privé sous contrat d'association,True,False,1967,0.36,0.911875,0.218984375,0.468984375,0.0,0.31296875,0.25,0.6559375,0.15599609375,0.063,0.0
0310046G,Lycée Hotellerie Et Tourisme d'Occitanie,31,Mention complémentaire - FCIL Assistant(e) gouvernant,25470,Public,True,False,45,0.98,0.726875,0.25,1.0,0.0,0.5,0.5,0.25,0.0,0.0,0.0
0631383L,Polytech Clermont-Ferrand,63,Formation d'ingénieur Bac + 5 - Bac général,28,Public,True,True,3776,0.31,0.8,0.13798828125,0.378984375,0.0,0.0,0.0,0.0339990234375,0.31,0.586,0.069
0330076D,Lycée professionnel Charles Peguy,33,"Mention complémentaire - Technicien ascensoriste, service et modernisation",12081,Public,True,False,44,0.79,0.0,0.5,1.0,0.0,0.0,1.0,0.33296875,0.0,0.0,0.0
0370038R,Lycée Grandmont,37,BTS - Services - Conseil et commercialisation de solutions techniques,4840,Public,True,False,312,0.37,0.1,0.473984375,0.841875,0.15798828125,0.631953125,0.36796875,0.4209375,0.15798828125,0.0,0.0
0340009A,Lycée HENRI IV,34,CPGE - B/L - Lettres et sciences sociales,14478,Public,True,False,601,0.48,0.666875,0.1,0.3,0.0669921875,0.0,0.0,0.2669921875,0.566953125,0.1669999999999999,0.0
0920149M,Lycée Michelet,92,CPGE - ECG -  - Mathématiques approfondies + HGG,31404,Public,True,False,851,0.44,0.46796875,0.063994140625,0.701875,0.085,0.0,0.0,0.02099609375,0.66,0.298,0.021
0690564N,Institution des Chartreux,69,CPGE - ECG,31631,Privé sous contrat d'association,True,False,1736,0.15,0.33296875,0.05599609375,0.388984375,0.2219921875,0.0,0.0,0.0,0.2219921875,0.611,0.1669999999999999
0731383G,Université Savoie Mont Blanc - Bourget-du-Lac,73,Licence - Portail Sciences et Techniques des Activités Physiques et Sportives - STAPS,8823,Public,False,False,2276,0.37,0.305,0.11298828125,0.85,0.0,0.108984375,0.027998046875,0.408984375,0.17,0.04,0.0
0800007Y,Lycée Lamarck,80,BTS - Production - Conception et Réalisation de Systèmes Automatiques,10148,Public,True,False,125,0.46,0.0,0.2,1.0,0.8,0.4,0.6,0.6,0.2,0.0,0.0
0220060W,Lycée Eugene Freyssinet,22,BTS - Production - Bâtiment,3328,Public,True,False,538,0.39,0.18796875,0.10298828125,0.9659375,0.068994140625,0.5859375,0.31,0.516953125,0.13798828125,0.034,0.0
0782076H,Université de Versailles - Saint Quentin en Yvelines,78,Licence - Portail Science politique,19535,Public,False,False,1725,0.26,0.705,0.163984375,0.70890625,0.0,0.0,0.0,0.363984375,0.4909375,0.109,0.0
0811293R,Institut national universitaire Champollion,81,Diplôme d'Université - PAREO - Sciences appliquées et fondamentales,33082,Public,True,True,50,1.0,0.6,0.75,0.75,0.0,0.25,0.5,0.5,0.0,0.0,0.0
0801344B,Université d'Amiens,80,Licence - Arts du spectacle - Parcours Licence Arts du spectacle Option Histoire de l'Art et Archéologie,25329,Public,False,False,372,1.0,0.565,0.431953125,0.64890625,0.0,0.24296875,0.10798828125,0.513984375,0.053994140625,0.027,0.0
0751717J,Université Paris 1 Panthéon Sorbonne,75,Double licence - Droit / Economie - Droit - Economie,9205,Public,True,False,3321,0.12,0.63796875,0.16296875,0.04099609375,0.0,0.0,0.0,0.0,0.04099609375,0.7140000000000001,0.184
